NewsPaper Name,Location / Area,Dist. Frequency
El Informador,"Dalton, GA",
El Informador del Valle,"Indio, CA",
El Informador Hispano,"Fort Worth, TX",Weekly
El Latino,"San Francisco, CA",Weekly
El Latino – San Diego,"Chula Vista, CA",Weekly
El Latino San Diego,"Chula Vista, CA",
El Latino Semanal,"West Palm Beach, FL",Weekly
El Manana Daily News,"Cicero, IL",Daily
El Mensajero,"San Francisco, CA",
El Mexicano,"Bonita, CA",
El Mundo,"Oakland, CA",Weekly
El Mundo,"Boston, MA",Weekly
El Mundo,"Austin, TX",Weekly
El Nuevo Dia,"Guaynabo, PR",Daily
El Nuevo Dia Orlando,"Orlando, FL",Daily
El Nuevo Herald,"Miami, FL",
El Nuevo Heraldo Brownsville,"Brownsville, TX",Daily
El Nuevo Patria,"Miami Lakes, FL",
El Nuevo Patria,"Miami, FL",Weekly
El Observador,"San Jose, CA",
El Pan Americano,"Santa Ana, CA",Weekly
El Paso Times,"El Paso, TX",
El Paso Times,"Austin, TX",
El Paso Times – Austin Bureau,"Austin, TX",Daily
El Periodico U.S.A.,"Mcallen, TX",Weekly
El Popular,"Bakersfield, CA",Weekly
El Popular,"Miami Beach, FL",Weekly
El Pregonero,"Washington, DC",Weekly
"El Semanario, The Weekly Issue","Glendale, CO",Weekly
El Sol de Hialeah,"Hialeah, FL",
El Tiempo de Laredo,"Laredo, TX",Weekly
El Tiempo De Nueva York,"Jackson Heights, NY",Weekly
El Tiempo Latino,"Arlington, VA",Weekly
El Tiempo Libre,"Las Vegas, NV",
El Vocero de Puerto Rico,"San Juan, PR",Daily
Eldorado Daily Journal,"Eldorado, IL",
Elizabethton Star,"Elizabethton, TN",
Elk City Daily News,"Elk City, OK",Daily
Elk Grove Citizen,"Elk Grove, CA",Weekly
Elkhart Truth,"Elkhart, IN",
Elkin Tribune,"Elkin, NC",
Elko Daily Free Press,"Elko, NV",
Ellendale Eagle,"Ellendale, MN",
Ellsworth American,"Ellsworth, ME",
Ellwood City Ledger,"Ellwood City, PA",
Eltingville-Annandale Star Reporter,"Brooklyn, NY",Weekly
Ely Times,"Ely, NV",Daily
Empire Magazine [Bristol Herald-Courier],"Bristol, VA",Daily
Employment [Birmingham News],"Birmingham, AL",Daily
Employment [Houston Chronicle],"Houston, TX",Daily
Emporia Gazette,"Emporia, KS",
Empty Site,Daily,
Encore [Reporter],"Lansdale, PA",Daily
Encore [Sacramento Bee],"Sacramento, CA",Daily
Enfield Reminder,"Vernon Rockville, CT",Weekly
Englewood Sun,"Englewood, FL",
Englewood Sun Herald,"Englewood, FL",Daily
Enid News and Eagle,"Enid, OK",
Enjoy [Akron Beacon Journal],"Akron, OH",Daily
Enjoy [Bucks County Courier Times],"Levittown, PA",Daily
Ennis Daily News,"Ennis, TX",Daily
Enquirer-Herald,"York, SC",
Enquirer-Journal,"Monroe, NC",
Enterprise,"Lynnwood, WA",Weekly
Enterprise,"Brockton, MA",Daily
Enterprise Ledger,"Enterprise, AL",Daily
Enterprise News Media,"Brockton, MA",
Enterprise Newspapers,"Lynnwood, WA",
Enterprise-Journal,"McComb, MS",
Entertainer [Jamestown Sun],"Jamestown, ND",Daily
Entertainer [Lodi News-Sentinel],"Lodi, CA",Daily
Entertainment & Arts [Register-Guard],"Eugene, OR",Daily
Entertainment [Asbury Park Press],"Neptune, NJ",Daily
Entertainment [Buffalo News],"Buffalo, NY",Daily
Entertainment [Call],"Woonsocket, RI",Daily
Entertainment [Capital],"Annapolis, MD",Daily
Entertainment [Daily Mail],"Catskill, NY",Daily
Entertainment [Daily Pioneer],"Bemidji, MN",Daily
Entertainment [Daily Sparks Tribune],"Sparks, NV",Daily
Entertainment [Dayton Daily News],"Dayton, OH",Daily
Entertainment [Detroit Free Press],"Detroit, MI",Daily
Entertainment [Ellwood City Ledger],"Ellwood City, PA",Daily
Entertainment [Fresno Bee],"Fresno, CA",Daily
Entertainment [Milton Daily Standard],"Milton, PA",Daily
Entertainment [Morning Call],"Allentown, PA",Daily
Entertainment [Oakland Tribune],"Oakland, CA",Daily
Entertainment [Quincy Herald-Whig],"Quincy, IL",Daily
Entertainment [Richmond Times-Dispatch],"Richmond, VA",Daily
Entertainment [Stuart News],"Stuart, FL",Daily
Entertainment [Traverse City Record-Eagle],"Traverse City, MI",Daily
Entertainment [Tucson Citizen],"Tucson, AZ",Daily
Entertainment [Williamsport Sun-Gazette],"Williamsport, PA",Daily
Entertainment Magazine [Omaha World-Herald],"Omaha, NE",Daily
Entertainment Plus [Courier],"Findlay, OH",Daily
Entertainment Primetime [North Jersey Herald News],"Little Falls, NJ",Daily
Entertainment Showcase [Durant Daily Democrat],"Durant, OK",Daily
Entree [Register-Guard],"Eugene, OR",Daily
Epicure [San Francisco Examiner],"San Francisco, CA",Daily
Episcopal Times,"Boston, MA",Weekly
Epoch Times (New Jersey),"Edison, NJ",Weekly
Erie Times-News,"Meadville, PA",
Erie Times-News,"Erie, PA",
Erie Times-News – Meadville Bureau,"Meadville, PA",Daily
Erie Times-News – North East Bureau,"North East, PA",Daily
Escambia Sun-Press,"Pensacola, FL",
Escape [Signal],"Valencia, CA",Daily
Escapes [Idaho State Journal],"Pocatello, ID",Daily
Escapes [New York Times],"New York, NY",Daily
Escort [Shawnee News-Star],"Shawnee, OK",Daily
Essence [Emporia Gazette],"Emporia, KS",Daily
Estes Park News,"Estes Park, CO",
Estes Park Trail Gazette,"Estes Park, CO",
Estherville Daily News,"Estherville, IA",Daily
Ethics [Home News Tribune],"East Brunswick, NJ",Daily
Eugene Weekly,"Eugene, OR",
Eureka Reporter,"Eureka, CA",
Evangelist,"Albany, NY",Weekly
Evansville Courier & Press,"Evansville, IN",
Evansville Courier & Press,"Indianapolis, IN",
Evansville Courier & Press – Washington Bureau,"Washington, DC",Daily
Evansville Review,"Evansville, WI",
Evening Bulletin,"Philadelphia, PA",Daily
Evening Leader,"Saint Marys, OH",Daily
Evening News,"Sault Sainte Marie, MI",
Evening News,"Jeffersonville, IN",
Evening Star,"Auburn, IN",
Evening Sun,"Hanover, PA",
Evening Sun,"Norwich, NY",Daily
Evening Telegram,"Herkimer, NY",
Evening Times,"Sayre, PA",Daily
Evening Times,"Little Falls, NY",Daily
Evening Times,"West Memphis, AR",Daily
Evening Tribune,"Hornell, NY",Daily
Evening Whirl,"Saint Louis, MO",Weekly
Everett News Tribune,"Snohomish, WA",Weekly
Examiner,"Independence, MO",
Examiner Extra,"Independence, MO",Weekly
Examiner Independent-San Francisco,"San Francisco, CA",
Examiner Newspaper Group,"Houston, TX",
Examiner-Enterprise,"Bartlesville, OK",Daily
Excelsior,"Santa Ana, CA",Weekly
Excelsior Spring Standard,"Excelsior Springs, MO",Weekly
Exchange [Savannah Morning News],"Savannah, GA",Daily
Exito Deportivo,"Norwalk, CA",Weekly
Explorer Newspaper,"Tucson, AZ",
Express,"Lock Haven, PA",
Express,"Arlington, VA",
Express,"Dover, DE",Weekly
Express Gay News,"Fort Lauderdale, FL",
Express Star,"Chickasha, OK",Daily
Expressline Edition,"Portland, ME",Weekly
Express-Star,"Chickasha, OK",
Express-Times,"Easton, PA",
Extra,"Chicago, IL",Weekly
Extra [Chronicle-Tribune],"Marion, IN",Daily
Extra [Daily Progress],"Charlottesville, VA",Daily
Extra Bilingual Community Newspapers,"Chicago, IL",Weekly
Eye [San Jose Mercury News],"San Jose, CA",Daily
Facts,"Clute, TX",
Fair Lawn/Elmwood Park/Saddle Brook Shopper,"Fair Lawn, NJ",Weekly
Fairbanks Daily News-Miner,"Fairbanks, AK",
Fairborn Daily Herald,"Xenia, OH",Daily
Fairbury Journal-News,"Fairbury, NE",
Fairfax Chronicle,"Springfield, VA",Weekly
Fairfax County Times Newspapers,"Reston, VA",
Fairfield Bay News,"Fairfield Bay, AR",
Fairfield County Weekly,"Bridgeport, CT",
Fairfield Echo,"Liberty Township, OH",
Fairfield Ledger,"Fairfield, IA",Daily
Fairfield Minuteman,"Fairfield, CT",Weekly
Fairfield Recorder,"Fairfield, TX",
Fairhope Courier,"Fairhope, AL",
Fairview Republican,"Fairview, OK",
Faith & Family [Bay City Times],"Bay City, MI",Daily
Faith & Values [Charlotte Observer],"Charlotte, NC",Daily
Faith & Values [Indianapolis Star],"Indianapolis, IN",Daily
Faith [News & Observer],"Raleigh, NC",Daily
Faith [Tampa Tribune],"Tampa, FL",Daily
Faith and Inspiration [Fort Worth Star-Telegram],"Fort Worth, TX",Daily
Faith and Values [Columbus Dispatch],"Columbus, OH",Daily
Families [Palm Beach Post],"West Palm Beach, FL",Daily
Families [Post-Tribune],"Merrillville, IN",Daily
Families [Seattle Times],"Seattle, WA",Daily
Families [Tallahassee Democrat],"Tallahassee, FL",Daily
Family & Parenting [Deseret News],"Salt Lake City, UT",Daily
Family & Parenting [Greenville News],"Greenville, SC",Daily
Family [Arkansas Democrat-Gazette],"Little Rock, AR",Daily
Family [Charlotte Observer],"Charlotte, NC",Daily
Family [Chicago Tribune],"Chicago, IL",Daily
Family [Florida Times-Union],"Jacksonville, FL",Daily
Family [News Tribune],"Tacoma, WA",Daily
Family [Press-Enterprise],"Riverside, CA",Daily
Family [Sacramento Bee],"Sacramento, CA",Daily
Family [San Jose Mercury News],"San Jose, CA",Daily
Family Life [Oregonian],"Portland, OR",Daily
Family Ties [San Diego Union-Tribune],"San Diego, CA",Daily
Family Times [Washington Times],"Washington, DC",Daily
Fan Fare [Newsday],"Melville, NY",Daily
Fanfare [Commercial Appeal],"Memphis, TN",Daily
Fanfare [Record-Courier],"Ravenna, OH",Daily
Far West End Press,"Glen Allen, VA",Weekly
Faribault Daily News,"Faribault, MN",Daily
Farm & Ranch [Brookings Register],"Brookings, SD",Daily
Farm & Ranch [Miles City Star],"Miles City, MT",Daily
Farm [Daily Ardmoreite],"Ardmore, OK",Daily
Farm [Porterville Recorder],"Porterville, CA",Daily
Farm/Rural Life [Daily Freeman-Journal],"Webster City, IA",Daily
Farmerville Gazette,"Farmerville, LA",
Farmingdale/Bethpage Pennysaver,"Plainview, NY",Weekly
Farmington Post,"Bristol, CT",Weekly
Farmland News,"Archbold, OH",
Farragut Press Enterprise,"Knoxville, TN",Daily
Fashion [Arizona Republic],"Phoenix, AZ",Daily
Fashion [Knoxville News-Sentinel],"Knoxville, TN",Daily
Fashion [Post and Courier],"Charleston, SC",Daily
Fashion [Star Tribune],"Minneapolis, MN",Daily
Fashion [Sun],"San Bernardino, CA",Daily
Fashion! Dallas [Dallas Morning News],"Dallas, TX",Daily
Fast Forward [Ventura County Star],"Ventura, CA",Daily
Faulk County Record,"Faulkton, SD",
Fayette Daily News,"Fayetteville, GA",Daily
Fayette Neighbor,"Fayetteville, GA",Weekly
Fayetteville Free Weekly,"Fayetteville, AR",Weekly
Fayetteville Observer,"Fayetteville, NC",
Fayetteville Observer – Raleigh Bureau,"Raleigh, NC",Daily
Feature [Centralia Sentinel],"Centralia, IL",Daily
Features & Food [Tallahassee Democrat],"Tallahassee, FL",Daily
Federal Hill Gazette,"Providence, RI",Weekly
Federal Way Mirror,"Federal Way, WA",Weekly
Federal Way News,"Seattle, WA",Weekly
Fernley Leader/Dayton Courier,"Fernley, NV",
Fertile Journal,"Fertile, MN",
Fifty-Plus [Knoxville News-Sentinel],"Knoxville, TN",Daily
Filipino Reporter,"New York, NY",Weekly
Financial [Miami Herald],"Miami, FL",Daily
Financial News and Daily Record,"Jacksonville, FL",Daily
Financial Times,"New York, NY",
Financial Times,"Chicago, IL",
Financial Times,"Washington, DC",
Financial Times,"Santa Monica, CA",
Financial Times,"San Francisco, CA",
Financial Times,"Bellaire, TX",
Financial Times – U.S. Edition,"New York, NY",Daily
Finder,"Bismarck, ND",Weekly
Fine Print News,"Buffalo, NY",Weekly
Finger Lakes Times,"Geneva, NY",
Firestone Park News,"Los Angeles, CA",Weekly
First Sunday [Buffalo News],"Buffalo, NY",Daily
First Sunday Magazine [Buffalo News],"Buffalo, NY",Daily
Fishers/Lawrence Topics,"Fishers, IN",
Five Cities Times Press-Recorder Publishing,"Arroyo Grande, CA",
Five Towns Tribune,"Island Park, NY",Weekly
Five-D Newspapers,"Bridgeport, IL",
Flag Ship,"Norfolk, VA",Weekly
Flare [Arizona Daily Sun],"Flagstaff, AZ",Daily
Flashes,"Stuart, FL",Weekly
Flavor [Tampa Tribune],"Tampa, FL",Daily
Flavor [Virginian-Pilot],"Norfolk, VA",Daily
Fleming Island Messenger,"Orange Park, FL",
Flint Journal,"Flint, MI",
Flint Journal,"Bloomfield Hills, MI",
Flint Township/Swartz Creek Advance,"Flint, MI",Weekly
Florala News,"Florala, AL",
Florence Morning News,"Florence, SC",
Florida [Orlando Sentinel],"Orlando, FL",Daily
Florida Catholic – Orlando Edition,"Orlando, FL",Weekly
Florida Catholic – St. Petersburg Edition,"Saint Petersburg, FL",Weekly
Florida Heritage Jewish News,"Fern Park, FL",Weekly
Florida Jewish News,"Hollywood, FL",Weekly
Florida Mariner,"Venice, FL",Weekly
Florida Newspaper,"Miami, FL",Weekly
Florida Pennysaver,"West Palm Beach, FL",Weekly
Florida Sentinel-Bulletin,"Tampa, FL",Weekly
Florida Sun Publications,"Kissimmee, FL",
Florida Times-Union,"Jacksonville, FL",
Florida Times-Union,"Jacksonville Beach, FL",
Florida Times-Union,"Orange Park, FL",
Florida Times-Union – Brunswick Bureau,"Brunswick, GA",Daily
Florida Times-Union – Fernandina Beach Bureau,"Fernandina Beach, FL",Daily
Florida Times-Union – Orange Park Bureau,"Orange Park, FL",Daily
Florida Times-Union – Saint Augustine Bureau,"Saint Augustine, FL",Daily
Florida Times-Union – Shorelines Bureau,"Jacksonville Beach, FL",Daily
Florida Times-Union – Tallahassee Bureau,"Tallahassee, FL",Daily
Florida Today,"Melbourne, FL",
Flyer Group,"Avon, IN",
Focus [Herald Times-Reporter],"Manitowoc, WI",Daily
Focus [Herald-Citizen],"Cookeville, TN",Daily
Focus Community Newspaper,"Effort, PA",Weekly
Focus News,"Minneapolis, MN",Weekly
Folio Weekly,"Jacksonville, FL",Weekly
Food,"Tacoma, WA",Daily
Food & Drink [Salt Lake Tribune],"Salt Lake City, UT",Daily
Food & Health [Daily Sparks Tribune],"Sparks, NV",Daily
Food & Health [Tampa Tribune],"Tampa, FL",Daily
Food & Recipes [East Valley Tribune],"Mesa, AZ",Daily
Food & Spirits [Asbury Park Press],"Neptune, NJ",Daily
Food & Wine [San Antonio Express-News],"San Antonio, TX",Daily
Food [Akron Beacon Journal],"Akron, OH",Daily
Food [Albuquerque Journal],"Albuquerque, NM",Daily
Food [Arizona Daily Star],"Tucson, AZ",Daily
Food [Arkansas Democrat-Gazette],"Little Rock, AR",Daily
Food [Beaufort Gazette],"Beaufort, SC",Daily
Food [Blade],"Toledo, OH",Daily
Food [Boston Globe],"Boston, MA",Daily
Food [Chicago Sun-Times],"Chicago, IL",Daily
Food [Cincinnati Enquirer],"Cincinnati, OH",Daily
Food [Columbus Dispatch],"Columbus, OH",Daily
Food [Commercial Appeal],"Memphis, TN",Daily
Food [Daily Journal],"Kankakee, IL",Daily
Food [Daily News],"New York, NY",Daily
Food [Daily News-Record],"Harrisonburg, VA",Daily
Food [Danville Register and Bee],"Danville, VA",Daily
Food [Dayton Daily News],"Dayton, OH",Daily
Food [Denver Post],"Denver, CO",Daily
Food [Deseret News],"Salt Lake City, UT",Daily
Food [Detroit Free Press],"Detroit, MI",Daily
Food [Fresno Bee],"Fresno, CA",Daily
Food [Gazette],"Cedar Rapids, IA",Daily
Food [Grand Rapids Press],"Grand Rapids, MI",Daily
Food [Greenville News],"Greenville, SC",Daily
Food [Hartford Courant],"Hartford, CT",Daily
Food [Herald],"Everett, WA",Daily
Food [High Point Enterprise],"High Point, NC",Daily
Food [Home News Tribune],"East Brunswick, NJ",Daily
Food [Houston Chronicle],"Houston, TX",Daily
Food [Hoy],"New York, NY",Daily
Food [Independent],"Grand Island, NE",Daily
Food [Knoxville News-Sentinel],"Knoxville, TN",Daily
Food [Lexington Herald-Leader],"Lexington, KY",Daily
Food [Los Angeles Times],"Los Angeles, CA",Daily
Food [Miami Herald],"Miami, FL",Daily
Food [Middletown Journal],"Middletown, OH",Daily
Food [Milwaukee Journal Sentinel],"Milwaukee, WI",Daily
Food [Morning News],"Blackfoot, ID",Daily
Food [New York Post],"New York, NY",Daily
Food [News & Observer],"Raleigh, NC",Daily
Food [News Journal],"New Castle, DE",Daily
Food [Newsday],"Melville, NY",Daily
Food [News-Press],"Stillwater, OK",Daily
Food [Oakland Tribune],"Oakland, CA",Daily
Food [Omaha World-Herald],"Omaha, NE",Daily
Food [Orange County Register],"Santa Ana, CA",Daily
Food [Ottumwa Courier],"Ottumwa, IA",Daily
Food [Owensboro Messenger-Inquirer],"Owensboro, KY",Daily
Food [Philadelphia Daily News],"Philadelphia, PA",Daily
Food [Philadelphia Inquirer],"Philadelphia, PA",Daily
Food [Plain Dealer],"Cleveland, OH",Daily
Food [Porterville Recorder],"Porterville, CA",Daily
Food [Post and Courier],"Charleston, SC",Daily
Food [Press-Enterprise],"Riverside, CA",Daily
Food [Press-Enterprise],"Bloomsburg, PA",Daily
Food [Press-Telegram],"Long Beach, CA",Daily
Food [Quincy Herald-Whig],"Quincy, IL",Daily
Food [Rapid City Journal],"Rapid City, SD",Daily
Food [Record-Courier],"Ravenna, OH",Daily
Food [Richmond Times-Dispatch],"Richmond, VA",Daily
Food [Rocky Mountain News],"Denver, CO",Daily
Food [Sacramento Bee],"Sacramento, CA",Daily
Food [Salisbury Post],"Salisbury, NC",Daily
Food [San Diego Union-Tribune],"San Diego, CA",Daily
Food [San Francisco Chronicle],"San Francisco, CA",Daily
Food [San Gabriel Valley Daily Tribune],"Covina, CA",Daily
Food [San Jose Mercury News],"San Jose, CA",Daily
Food [Savannah Morning News],"Savannah, GA",Daily
Food [Seattle Post-Intelligencer],"Seattle, WA",Daily
Food [Seattle Times],"Seattle, WA",Daily
Food [Sentinel and Enterprise],"Fitchburg, MA",Daily
Food [Signal],"Valencia, CA",Daily
Food [Spokesman-Review],"Spokane, WA",Daily
Food [St. Louis Post-Dispatch],"Saint Louis, MO",Daily
Food [State Journal-Register],"Springfield, IL",Daily
Food [Stuart News],"Stuart, FL",Daily
Food [Sun],"San Bernardino, CA",Daily
Food [Telegram & Gazette],"Worcester, MA",Daily
Food [Tennessean],"Nashville, TN",Daily
Food [Times Union],"Albany, NY",Daily
Food [Times West Virginian],"Fairmont, WV",Daily
Food [Times-Picayune],"New Orleans, LA",Daily
Food [Washington Post],"Washington, DC",Daily
Food [Washington Times],"Washington, DC",Daily
Food [Weatherford Democrat],"Weatherford, TX",Daily
Food [Williamsport Sun-Gazette],"Williamsport, PA",Daily
Food and Health [San Antonio Express-News],"San Antonio, TX",Daily
Food and Nutrition [Wisconsin State Journal],"Madison, WI",Daily
Food Day [Arizona Republic],"Phoenix, AZ",Daily
Food Day [Staten Island Advance],"Staten Island, NY",Daily
Food Fair [Bisbee Daily Review],"Bisbee, AZ",Daily
Food Fair [Sierra Vista Herald],"Sierra Vista, AZ",Daily
Food Plus [Daily Herald],"Arlington Heights, IL",Daily
Food/Accents [Hibbing Daily Tribune],"Hibbing, MN",Daily
FOODday [Oregonian],"Portland, OR",Daily
Food-day [Westfield Evening News],"Westfield, MA",Daily
Foothills Sentry,"Orange, CA",
Forecaster,"Falmouth, ME",
Forest Blade Publishing Company,"Swainsboro, GA",
Forest City News,"Forest City, PA",
Forest Hills Journal,"Loveland, OH",Weekly
Forked River Gazette,"Manahawkin, NJ",Weekly
Forsyth County News,"Cumming, GA",
Fort Bend Herald & Texas Coaster,"Rosenberg, TX",
Fort Bend Star,"Stafford, TX",Weekly
Fort Bend Sun,"Sugar Land, TX",Weekly
Fort Bliss Monitor,"El Paso, TX",Weekly
Fort Bragg Paraglide,"Fayetteville, NC",Weekly
Fort Campbell Courier,"Fort Campbell, KY",Weekly
Fort Collins Coloradoan,"Fort Collins, CO",
Fort Collins Weekly,"Fort Collins, CO",
Fort Hood Herald,"Killeen, TX",
Fort Morgan Times,"Fort Morgan, CO",
Fort Myers News-Press,"Fort Myers, FL",Daily
Fort Scott Tribune,"Fort Scott, KS",Daily
Fort Worth Star-Telegram,"Fort Worth, TX",
Fort Worth Star-Telegram,"Washington, DC",
Fort Worth Star-Telegram,"Arlington, TX",
Fort Worth Star-Telegram,"Bedford, TX",
Fort Worth Star-Telegram – Arlington Bureau,"Arlington, TX",Daily
Fort Worth Star-Telegram – Austin Bureau,"Austin, TX",Daily
Fort Worth Star-Telegram – Dallas Bureau,"Dallas, TX",Daily
Fort Worth Star-Telegram – North East Bureau,"Bedford, TX",Daily
Fort Worth Star-Telegram – Northeast Tarrant County Bureau,"Bedford, TX",Daily
Fort Worth Star-Telegram – Washington Bureau,"Washington, DC",Daily
Fort Worth Weekly,"Fort Worth, TX",
Forum,"Fargo, ND",
Forum – Capitol Bureau,"Bismarck, ND",Daily
Forum – Moorhead Bureau,"Moorhead, MN",Daily
Forum – Saint Paul Bureau,"Saint Paul, MN",Daily
Forum [Wisconsin State Journal],"Madison, WI",Daily
Forward,"New York, NY",Weekly
Foster’s Daily Democrat,"Rochester, NH",
Foster’s Daily Democrat,"Dover, NH",
Foster’s Daily Democrat – Exeter Bureau,"Exeter, NH",Daily
Foster’s Daily Democrat – Portsmouth Bureau,"Portsmouth, NH",Daily
Foster’s Daily Democrat – Rochester Bureau,"Rochester, NH",Daily
Foster’s Daily Democrat – York Bureau,"York, ME",Daily
Fountain Valley View,"Fountain Valley, CA",Daily
Fox Valley Shopping News,"Yorkville, IL",Weekly
Foxxy Shopper,"La Crosse, WI",Weekly
France-Amerique,"New York, NY",Weekly
Frankfort Indiana Times,"Frankfort, IN",Daily
Frankiln Review Appeal,"Franklin, TN",Daily
Franklin Banner-Tribune,"Franklin, LA",
Franklin County Graphic,"Connell, WA",
Franklin Life,"Spring Hill, TN",Daily
Franklin Square Bulletin,"Floral Park, NY",
